MeanWaitingTime,CustomerCount,Servers,Method
1.0934584500190208,5000,1,prior
1.3513343137807452,5000,1,prior
1.1315574025929995,5000,1,prior
1.7182744508348984,5000,1,prior
1.1478303314065945,5000,1,prior
1.1813391859790747,5000,1,prior
1.641246140419161,5000,1,prior
1.2289525602237548,5000,1,prior
1.0378897203851103,5000,1,prior
1.2841929800181675,5000,1,prior
1.5597811380507176,5000,1,prior
0.9646036073133919,5000,1,prior
1.3850735150572238,5000,1,prior
1.5372593116934774,5000,1,prior
0.9848411758202423,5000,1,prior
1.498370035302579,5000,1,prior
0.9646251940497826,5000,1,prior
1.2153219360149343,5000,1,prior
1.3887406030540483,5000,1,prior
1.2533139449219994,5000,1,prior
1.073251276443479,5000,1,prior
1.2453172207096554,5000,1,prior
1.7090556391952967,5000,1,prior
1.0721614721023303,5000,1,prior
1.1638447845835347,5000,1,prior
1.2506701428203617,5000,1,prior
1.3189030397599075,5000,1,prior
1.1490381029560812,5000,1,prior
1.0627639535635216,5000,1,prior
1.361716919270004,5000,1,prior
1.006868575411858,5000,1,prior
1.2249087974156039,5000,1,prior
1.1650684732464691,5000,1,prior
1.0133263494869058,5000,1,prior
1.2756678195381623,5000,1,prior
1.2050572011350904,5000,1,prior
1.2324490695418742,5000,1,prior
0.9929342197031441,5000,1,prior
1.0473053164462096,5000,1,prior
1.5317953651373,5000,1,prior
1.189259683259363,5000,1,prior
1.2543106038550835,5000,1,prior
0.9729666113316302,5000,1,prior
1.55825262727953,5000,1,prior
0.8712814007880048,5000,1,prior
0.9681309656594851,5000,1,prior
1.2034051706139288,5000,1,prior
1.1958521833140197,5000,1,prior
1.1941061211141812,5000,1,prior
1.1668577141188259,5000,1,prior
1.3809273099777764,5000,1,prior
1.3738332689324517,5000,1,prior
1.1221765586523178,5000,1,prior
1.732109730212839,5000,1,prior
0.910251153781364,5000,1,prior
1.0302427135730816,5000,1,prior
1.320827601752511,5000,1,prior
1.0061865747596572,5000,1,prior
1.4750312461864215,5000,1,prior
1.6840990979551462,5000,1,prior
1.3265788250132844,5000,1,prior
1.121033921318128,5000,1,prior
1.0562626451894352,5000,1,prior
1.1693572315998755,5000,1,prior
1.4733032453532564,5000,1,prior
1.223618188221119,5000,1,prior
1.130471835687903,5000,1,prior
1.0524197888787923,5000,1,prior
0.9494205429651098,5000,1,prior
1.403336571138104,5000,1,prior
1.3068712012937485,5000,1,prior
1.1159721476335325,5000,1,prior
1.2045009821027848,5000,1,prior
1.2743012466048178,5000,1,prior
1.3306160510381377,5000,1,prior
1.1112191579239061,5000,1,prior
1.1137382462374035,5000,1,prior
1.2836165016102283,5000,1,prior
1.2195217201234598,5000,1,prior
1.2190374038559817,5000,1,prior
1.2368481388332693,5000,1,prior
1.3560807217319044,5000,1,prior
1.712347323408872,5000,1,prior
1.4400764743999237,5000,1,prior
1.1714572714585203,5000,1,prior
2.1814838185877257,5000,1,prior
1.2096489616620376,5000,1,prior
1.2409770362294559,5000,1,prior
0.9620031945540117,5000,1,prior
1.2665974597777987,5000,1,prior
1.5011008788729472,5000,1,prior
1.5394094508785732,5000,1,prior
1.3279843649143792,5000,1,prior
1.1492122719241302,5000,1,prior
0.9503588408010979,5000,1,prior
1.039019645542913,5000,1,prior
1.617420890166867,5000,1,prior
1.0141768015553643,5000,1,prior
1.1521932996549378,5000,1,prior
1.0594722587587695,5000,1,prior
1.1578485343566398,5000,1,prior
1.4356923952752327,5000,1,prior
1.2363470169799264,5000,1,prior
1.0695127395725168,5000,1,prior
1.118301913496673,5000,1,prior
1.0441796710394835,5000,1,prior
1.3466033602076513,5000,1,prior
1.2485000029597761,5000,1,prior
1.6632429976281782,5000,1,prior
1.0503399008204533,5000,1,prior
1.7329814595371935,5000,1,prior
0.9841029948522333,5000,1,prior
1.2939859581495283,5000,1,prior
1.2129000241551589,5000,1,prior
1.4200972906246792,5000,1,prior
1.317033633852396,5000,1,prior
1.5475371120553083,5000,1,prior
1.018545907432389,5000,1,prior
1.4905738161908098,5000,1,prior
0.9684186238769791,5000,1,prior
1.0540843747713522,5000,1,prior
1.3058182859384313,5000,1,prior
1.065486711983351,5000,1,prior
1.3352820285898643,5000,1,prior
1.3346803537491179,5000,1,prior
1.0597035686424667,5000,1,prior
1.1659621682854668,5000,1,prior
1.6079355744012294,5000,1,prior
1.197011842263348,5000,1,prior
1.146303596194045,5000,1,prior
1.0623579028294736,5000,1,prior
0.8074472211125658,5000,1,prior
2.2270356767335304,5000,1,prior
1.227697140642645,5000,1,prior
1.5682461870761792,5000,1,prior
1.6989267616861594,5000,1,prior
1.1296474464344868,5000,1,prior
1.1978749547687912,5000,1,prior
1.6054384280830891,5000,1,prior
1.215292940906032,5000,1,prior
1.071587821332795,5000,1,prior
1.0730224202300238,5000,1,prior
0.8271164605571992,5000,1,prior
1.6041911415266115,5000,1,prior
1.0261084650573091,5000,1,prior
1.0520747914927502,5000,1,prior
1.540293354170706,5000,1,prior
1.218787732056178,5000,1,prior
1.0947380578968817,5000,1,prior
1.3747251938257325,5000,1,prior
1.1216906773297766,5000,1,prior
1.118804100929755,5000,1,prior
1.059216086533325,5000,1,prior
1.2452487447900458,5000,1,prior
1.1964084092078897,5000,1,prior
1.1462489506255742,5000,1,prior
1.1930140984529534,5000,1,prior
1.236184119003666,5000,1,prior
1.1765530866788176,5000,1,prior
1.1536977151658656,5000,1,prior
1.4744008084565436,5000,1,prior
1.5471036856373594,5000,1,prior
1.136599054913143,5000,1,prior
1.5315655831729185,5000,1,prior
1.230598306067666,5000,1,prior
1.090258365485244,5000,1,prior
1.2765651917897947,5000,1,prior
1.12326028142457,5000,1,prior
1.8896359015628907,5000,1,prior
1.0730646869280474,5000,1,prior
1.6459041870873992,5000,1,prior
1.26491716852307,5000,1,prior
2.091167099272809,5000,1,prior
1.1260190722630905,5000,1,prior
1.3870991017193504,5000,1,prior
1.8122816145432101,5000,1,prior
1.3668500736125604,5000,1,prior
0.9279701037156294,5000,1,prior
1.2986522053185265,5000,1,prior
1.2102696684921814,5000,1,prior
1.252191666097878,5000,1,prior
1.2107929585883703,5000,1,prior
2.7399961815939773,5000,1,prior
1.484008636292096,5000,1,prior
0.9164940291484418,5000,1,prior
1.263735437795202,5000,1,prior
1.1979079709438898,5000,1,prior
1.2956677351518404,5000,1,prior
1.3038008793513196,5000,1,prior
1.391743341394465,5000,1,prior
1.6507656577766927,5000,1,prior
1.2111829616621135,5000,1,prior
1.5176064557248736,5000,1,prior
1.1352264678439936,5000,1,prior
1.390026770035265,5000,1,prior
1.0179842025545633,5000,1,prior
1.3994537053276435,5000,1,prior
1.283487910597294,5000,1,prior
0.9603919219977651,5000,1,prior
1.3080865893416995,5000,1,prior
1.1289116113910784,5000,1,prior
1.1183659710250013,5000,1,prior
1.634722823131725,5000,1,prior
1.3577450943999374,5000,1,prior
1.019391182165634,5000,1,prior
1.3929806390767423,5000,1,prior
1.1508245881213541,5000,1,prior
1.416638213985236,5000,1,prior
1.1459981671624189,5000,1,prior
1.4292900394138508,5000,1,prior
1.0585628177437278,5000,1,prior
1.343710667415716,5000,1,prior
1.4063977641276302,5000,1,prior
1.3649274296078147,5000,1,prior
1.1816184855740932,5000,1,prior
1.0746932715544513,5000,1,prior
1.1120671014208725,5000,1,prior
1.5255394925311654,5000,1,prior
1.190480024451365,5000,1,prior
1.3425164096355868,5000,1,prior
1.0876637460632472,5000,1,prior
0.9668135077565614,5000,1,prior
1.6232351776221863,5000,1,prior
2.0548671220514545,5000,1,prior
1.065005022466232,5000,1,prior
1.0330198802000647,5000,1,prior
1.095208019814342,5000,1,prior
1.1407243913238778,5000,1,prior
1.437865230349292,5000,1,prior
1.1342606796267736,5000,1,prior
1.2675270023551801,5000,1,prior
1.4493764383449366,5000,1,prior
1.1152508590968424,5000,1,prior
1.162453970878843,5000,1,prior
1.405970889676905,5000,1,prior
1.1510624456233531,5000,1,prior
1.4027360358411725,5000,1,prior
1.391929809806489,5000,1,prior
1.23106549926967,5000,1,prior
1.0882461583467842,5000,1,prior
1.4106896911451465,5000,1,prior
1.329078884746558,5000,1,prior
1.386250303576917,5000,1,prior
1.418886738889661,5000,1,prior
1.1929079195864853,5000,1,prior
1.3317503560353985,5000,1,prior
1.3153279231144877,5000,1,prior
0.9868612940794538,5000,1,prior
1.2486521130395198,5000,1,prior
1.4676725986244736,5000,1,prior
1.0848138227666495,5000,1,prior
1.3270363091453443,5000,1,prior
1.2651499458276327,5000,1,prior
1.0910976170373397,5000,1,prior
1.1369722693461735,5000,1,prior
1.0897454882099114,5000,1,prior
1.455025114377179,5000,1,prior
1.3360843645834763,5000,1,prior
1.256160978330881,5000,1,prior
1.2744761498711759,5000,1,prior
1.194765375912512,5000,1,prior
1.4218887027006533,5000,1,prior
1.4228828979299197,5000,1,prior
1.1984113248071961,5000,1,prior
1.2510825134280075,5000,1,prior
1.3057966666284946,5000,1,prior
0.9129235943599883,5000,1,prior
1.0130072095001699,5000,1,prior
1.3773458762626936,5000,1,prior
1.2187903095228259,5000,1,prior
1.265741899809278,5000,1,prior
1.07393380753668,5000,1,prior
1.4994786411579586,5000,1,prior
1.0957761023949333,5000,1,prior
1.09881721998759,5000,1,prior
1.599565168225394,5000,1,prior
1.8786154903452357,5000,1,prior
0.975544807401174,5000,1,prior
1.1758502057326448,5000,1,prior
1.2769954598207587,5000,1,prior
0.9633281293898861,5000,1,prior
1.225010203284359,5000,1,prior
0.9776069280456255,5000,1,prior
1.1189102784111802,5000,1,prior
1.2963132480188495,5000,1,prior
1.3986111958950023,5000,1,prior
1.7708779981782994,5000,1,prior
1.172557950131645,5000,1,prior
1.3235713125989208,5000,1,prior
1.4177146223141281,5000,1,prior
1.211537912974776,5000,1,prior
1.3748058572264346,5000,1,prior
1.4506970978936902,5000,1,prior
1.2133993672802672,5000,1,prior
1.0604873408768447,5000,1,prior
1.2327370942694713,5000,1,prior
1.612193567140895,5000,1,prior
1.1996377259517141,5000,1,prior
1.4258742802959725,5000,1,prior
1.137788660437877,5000,1,prior
1.4595763346793755,5000,1,prior
1.7050853673601676,5000,1,prior
1.1993018344854707,5000,1,prior
1.2358169348946804,5000,1,prior
1.5969102419696917,5000,1,prior
1.4624768010655715,5000,1,prior
1.4845648272744398,5000,1,prior
1.6844612971597048,5000,1,prior
1.104648307474884,5000,1,prior
1.3709444980089998,5000,1,prior
1.0113092320155808,5000,1,prior
1.397392750623206,5000,1,prior
1.0662737802319115,5000,1,prior
1.2259663675848522,5000,1,prior
1.2152381484144017,5000,1,prior
1.3165271316488325,5000,1,prior
1.2700500107998178,5000,1,prior
1.3739126879006356,5000,1,prior
1.3799608543607642,5000,1,prior
1.4375224717033548,5000,1,prior
1.2180621345245382,5000,1,prior
1.4739761347088944,5000,1,prior
1.1793260572156858,5000,1,prior
1.2838431554951395,5000,1,prior
1.0892483317855075,5000,1,prior
1.3667645400412853,5000,1,prior
1.5190927900385132,5000,1,prior
1.107430893712464,5000,1,prior
1.0763807146909468,5000,1,prior
1.0513015572160271,5000,1,prior
0.9070890992211733,5000,1,prior
1.0585285799439128,5000,1,prior
1.3807191829604983,5000,1,prior
1.2802112800223162,5000,1,prior
1.0262454821393097,5000,1,prior
1.1414848240841526,5000,1,prior
1.0825252848968518,5000,1,prior
1.4268877337015162,5000,1,prior
0.9888175693467056,5000,1,prior
1.0714584901486266,5000,1,prior
0.9490271782891022,5000,1,prior
1.1851555828500375,5000,1,prior
1.1197640451130007,5000,1,prior
1.7632729242279754,5000,1,prior
1.3581476757719324,5000,1,prior
1.2640690143351436,5000,1,prior
1.1824330171723039,5000,1,prior
1.1867860049459777,5000,1,prior
1.305393748120013,5000,1,prior
1.2860730046268614,5000,1,prior
1.011262979925162,5000,1,prior
1.3852043191551946,5000,1,prior
1.030123491651244,5000,1,prior
0.8532759781909471,5000,1,prior
1.2929120083973613,5000,1,prior
1.182218854359179,5000,1,prior
1.496348008219996,5000,1,prior
1.3712161201897497,5000,1,prior
1.1880244068037655,5000,1,prior
1.310036917446438,5000,1,prior
1.419104260539328,5000,1,prior
1.302413902209771,5000,1,prior
1.116759811045187,5000,1,prior
1.1305303776544524,5000,1,prior
1.289104605208178,5000,1,prior
1.693458886963137,5000,1,prior
1.1923713852030173,5000,1,prior
1.536971858696049,5000,1,prior
1.3381193988486764,5000,1,prior
1.161576110388234,5000,1,prior
1.5176644569818196,5000,1,prior
1.1598118919529783,5000,1,prior
1.198762524502392,5000,1,prior
1.3019728382082365,5000,1,prior
1.4294393416860547,5000,1,prior
1.0649419352074558,5000,1,prior
1.2635978537998245,5000,1,prior
1.3191033364246907,5000,1,prior
1.4500089931809035,5000,1,prior
1.150125815481733,5000,1,prior
1.1800645257068318,5000,1,prior
1.4848993903594276,5000,1,prior
1.3601322778541414,5000,1,prior
1.0255905378504941,5000,1,prior
1.0924840313346003,5000,1,prior
1.38653085023573,5000,1,prior
1.075683024339931,5000,1,prior
1.1460084283919456,5000,1,prior
1.8256795816885176,5000,1,prior
1.2569695243641348,5000,1,prior
1.1357829683991036,5000,1,prior
0.9994251994040653,5000,1,prior
1.7508729488468961,5000,1,prior
1.1868340707840173,5000,1,prior
1.162142799559036,5000,1,prior
1.9240758026197555,5000,1,prior
1.2139832876296521,5000,1,prior
1.4235844817383876,5000,1,prior
1.3026085705114623,5000,1,prior
1.188645785739697,5000,1,prior
1.2771117921694166,5000,1,prior
1.5412785790529913,5000,1,prior
1.4997640270220287,5000,1,prior
1.0339309416462434,5000,1,prior
0.9625132529335795,5000,1,prior
1.5150310662888011,5000,1,prior
1.1063075465131391,5000,1,prior
1.0523991516983335,5000,1,prior
1.0006154918061674,5000,1,prior
2.4033191178805597,5000,1,prior
1.0089475668851993,5000,1,prior
1.2479610457023518,5000,1,prior
1.0911373681214391,5000,1,prior
1.1105703364940425,5000,1,prior
1.18239869532281,5000,1,prior
1.2245816076819684,5000,1,prior
1.068128973714045,5000,1,prior
2.3924888648923015,5000,1,prior
1.3443949244686648,5000,1,prior
1.2541730311900325,5000,1,prior
1.743481590311099,5000,1,prior
1.38422689948071,5000,1,prior
1.2178255444656296,5000,1,prior
1.2716176364803533,5000,1,prior
1.045509879219028,5000,1,prior
1.2925333617744803,5000,1,prior
1.492448028678272,5000,1,prior
0.7744379669231753,5000,1,prior
1.1713495259940216,5000,1,prior
1.1290285115665446,5000,1,prior
1.128025833503472,5000,1,prior
1.5946024312900835,5000,1,prior
1.0431136763458744,5000,1,prior
1.3664362983064335,5000,1,prior
0.8982559830507831,5000,1,prior
2.251645941977468,5000,1,prior
1.2209837007479782,5000,1,prior
1.041341811786203,5000,1,prior
1.3658169825274227,5000,1,prior
0.9480147118320088,5000,1,prior
1.3374427496763162,5000,1,prior
1.3995615735330489,5000,1,prior
1.705644132199436,5000,1,prior
2.9480306358372794,5000,1,prior
1.169535678524738,5000,1,prior
1.3998389022096922,5000,1,prior
1.4030858924877,5000,1,prior
1.0886297180368854,5000,1,prior
1.4384381014003307,5000,1,prior
1.0629865279896464,5000,1,prior
0.8734410552506005,5000,1,prior
0.9568128211412456,5000,1,prior
1.076063141318783,5000,1,prior
1.6507457398846734,5000,1,prior
1.3153407303475266,5000,1,prior
1.1861101822050752,5000,1,prior
1.250826090791873,5000,1,prior
1.6462500913557476,5000,1,prior
1.0982319449484998,5000,1,prior
1.3977863876644452,5000,1,prior
1.2333626364678225,5000,1,prior
1.128021490718363,5000,1,prior
1.0019367920925357,5000,1,prior
1.1217354361163712,5000,1,prior
1.460904731712978,5000,1,prior
1.2375570181677644,5000,1,prior
1.2353112469830132,5000,1,prior
1.1352190387572632,5000,1,prior
1.4024573856736449,5000,1,prior
1.6764614599417749,5000,1,prior
1.0457313496708944,5000,1,prior
1.366701628586688,5000,1,prior
1.3415090288767135,5000,1,prior
1.6993544258063342,5000,1,prior
1.1110035092819956,5000,1,prior
1.402853982819804,5000,1,prior
1.3019686719795776,5000,1,prior
1.0712217340225085,5000,1,prior
1.410163498284314,5000,1,prior
1.4372813018619353,5000,1,prior
1.1729526499864147,5000,1,prior
0.9610114016199943,5000,1,prior
1.1937167489709317,5000,1,prior
0.9872116775683039,5000,1,prior
1.3653653685451235,5000,1,prior
1.1195586996240912,5000,1,prior
1.2709965799051224,5000,1,prior
1.3337417752977843,5000,1,prior
1.135238479689703,5000,1,prior
1.130486591727131,5000,1,prior
1.2887178390862464,5000,1,prior
1.2775948357002014,5000,1,prior
0.9841540675590823,5000,1,prior
1.632256511588263,5000,1,prior
1.2199708953677928,5000,1,prior
1.2327706434779069,5000,1,prior
1.0902911235380284,5000,1,prior
1.2854114403564307,5000,1,prior
1.0625485445823957,5000,1,prior
1.7884326937060753,5000,1,prior
0.7047166570298387,5000,2,prior
0.5066601234306213,5000,2,prior
0.520577035697874,5000,2,prior
0.8951293604869607,5000,2,prior
0.5891642291073026,5000,2,prior
0.8276713152939433,5000,2,prior
0.5856725065589771,5000,2,prior
0.6888650242838728,5000,2,prior
0.6307361874954968,5000,2,prior
0.6134122654445874,5000,2,prior
0.6249263350871361,5000,2,prior
0.5046238479901026,5000,2,prior
0.8615147058617507,5000,2,prior
0.6762849064862169,5000,2,prior
0.5119008975061569,5000,2,prior
0.6352020480672075,5000,2,prior
0.5102412904497338,5000,2,prior
0.478351597251772,5000,2,prior
0.7413136941316987,5000,2,prior
0.515338469329875,5000,2,prior
0.8301021706591575,5000,2,prior
0.7384477161311038,5000,2,prior
0.529375498923361,5000,2,prior
0.7909583323559142,5000,2,prior
0.4842141621005983,5000,2,prior
0.5442134922685318,5000,2,prior
0.5025863505369064,5000,2,prior
0.6001339506872361,5000,2,prior
0.5395810874043283,5000,2,prior
0.6126745211468256,5000,2,prior
0.6648061884820994,5000,2,prior
0.7071417395352222,5000,2,prior
0.6560370053168179,5000,2,prior
0.5452370337862098,5000,2,prior
0.5687666127156396,5000,2,prior
0.7922850575632944,5000,2,prior
0.5592266579778867,5000,2,prior
0.6789143290225257,5000,2,prior
0.6291566128684087,5000,2,prior
0.7146892565679099,5000,2,prior
0.5389156558363967,5000,2,prior
0.6011401845049297,5000,2,prior
0.5803849766068176,5000,2,prior
0.6841697987119556,5000,2,prior
0.6088423498860799,5000,2,prior
0.8609146806778368,5000,2,prior
0.631163116479804,5000,2,prior
0.5276020684907058,5000,2,prior
0.6209479355566929,5000,2,prior
0.6661357255206248,5000,2,prior
0.6179288095069579,5000,2,prior
0.5485961139591516,5000,2,prior
0.8553584264925621,5000,2,prior
0.5044420085005726,5000,2,prior
0.6813018793321142,5000,2,prior
0.544206879669344,5000,2,prior
0.6141637361938843,5000,2,prior
0.5048962968756084,5000,2,prior
0.4804130986700633,5000,2,prior
0.6963051758063692,5000,2,prior
0.42372258891978726,5000,2,prior
0.5753382397393658,5000,2,prior
0.574010453568923,5000,2,prior
0.6271695485476344,5000,2,prior
0.6481701072561175,5000,2,prior
0.583466371667776,5000,2,prior
0.9424999493322124,5000,2,prior
0.7345344749692585,5000,2,prior
0.5742503436581086,5000,2,prior
0.7512464957889083,5000,2,prior
0.6791762602325064,5000,2,prior
0.8612801163213911,5000,2,prior
0.5902922252172093,5000,2,prior
0.7296065527877627,5000,2,prior
0.7190496794936359,5000,2,prior
0.641543159488662,5000,2,prior
0.6393238987093375,5000,2,prior
0.5309765999620447,5000,2,prior
0.6540562268233461,5000,2,prior
0.6880899292930679,5000,2,prior
0.6408225312625192,5000,2,prior
0.8450583211762626,5000,2,prior
0.6262226877269484,5000,2,prior
0.9065857181745672,5000,2,prior
0.8471372408759879,5000,2,prior
0.4663110031302871,5000,2,prior
0.5046762335373848,5000,2,prior
0.5349210327453909,5000,2,prior
0.6542979997693226,5000,2,prior
0.6857557873360116,5000,2,prior
0.4842862602767045,5000,2,prior
